Time,Charge-Enable Output Active,Discharge-Enable Output Active,Pack Amperage (Current),Pack Voltage,Pack State of Charge (SOC)
Mon May 19 19:14:53 PDT 2025,1.000000,1.000000,-31.900000,90.700000,13.000000
Mon May 19 19:14:53 PDT 2025,1.000000,1.000000,-31.200000,90.800000,13.000000
Mon May 19 19:14:53 PDT 2025,1.000000,1.000000,-32.200000,90.700000,13.000000
Mon May 19 19:14:53 PDT 2025,1.000000,1.000000,-31.000000,90.700000,13.000000
Mon May 19 19:14:53 PDT 2025,1.000000,1.000000,-32.000000,90.700000,13.000000
Mon May 19 19:14:53 PDT 2025,1.000000,1.000000,-30.700000,90.700000,13.000000
Mon May 19 19:14:53 PDT 2025,1.000000,1.000000,-32.000000,90.700000,13.000000
Mon May 19 19:14:53 PDT 2025,1.000000,1.000000,-30.700000,90.700000,13.000000
Mon May 19 19:14:54 PDT 2025,1.000000,1.000000,-30.900000,90.700000,13.000000
Mon May 19 19:14:54 PDT 2025,1.000000,1.000000,-30.800000,90.700000,13.000000
Mon May 19 19:14:54 PDT 2025,1.000000,1.000000,-32.100000,90.700000,13.000000
Mon May 19 19:14:54 PDT 2025,1.000000,1.000000,-31.300000,90.700000,13.000000
Mon May 19 19:14:54 PDT 2025,1.000000,1.000000,-31.300000,90.700000,13.000000
Mon May 19 19:14:54 PDT 2025,1.000000,1.000000,-31.300000,90.700000,13.000000
Mon May 19 19:14:54 PDT 2025,1.000000,1.000000,-31.300000,90.700000,13.000000
Mon May 19 19:14:54 PDT 2025,1.000000,1.000000,-31.300000,90.700000,13.000000
Mon May 19 19:14:54 PDT 2025,1.000000,1.000000,-31.300000,90.700000,13.000000
Mon May 19 19:14:54 PDT 2025,1.000000,1.000000,-31.300000,90.700000,13.000000
Mon May 19 19:14:55 PDT 2025,1.000000,1.000000,-31.300000,90.700000,13.000000
Mon May 19 19:14:55 PDT 2025,1.000000,1.000000,-31.300000,90.700000,13.000000
Mon May 19 19:14:55 PDT 2025,1.000000,1.000000,-32.000000,90.700000,13.000000
Mon May 19 19:14:55 PDT 2025,1.000000,1.000000,-31.900000,90.700000,13.000000
Mon May 19 19:14:55 PDT 2025,1.000000,1.000000,-31.600000,90.800000,13.000000
Mon May 19 19:14:55 PDT 2025,1.000000,1.000000,-31.600000,90.700000,13.000000
Mon May 19 19:14:55 PDT 2025,1.000000,1.000000,-30.900000,90.800000,13.000000
Mon May 19 19:14:55 PDT 2025,1.000000,1.000000,-31.000000,90.700000,13.000000
Mon May 19 19:14:55 PDT 2025,1.000000,1.000000,-30.900000,90.800000,13.000000
Mon May 19 19:14:55 PDT 2025,1.000000,1.000000,-31.900000,90.700000,13.000000
Mon May 19 19:14:56 PDT 2025,1.000000,1.000000,-30.700000,90.700000,13.000000
Mon May 19 19:14:56 PDT 2025,1.000000,1.000000,-31.900000,90.700000,13.000000
Mon May 19 19:14:56 PDT 2025,1.000000,1.000000,-31.000000,90.800000,13.000000
Mon May 19 19:14:56 PDT 2025,1.000000,1.000000,-32.100000,90.700000,13.000000
Mon May 19 19:14:56 PDT 2025,1.000000,1.000000,-30.900000,90.800000,13.000000
Mon May 19 19:14:56 PDT 2025,1.000000,1.000000,-31.800000,90.700000,13.000000
Mon May 19 19:14:56 PDT 2025,1.000000,1.000000,-30.600000,90.700000,13.000000
Mon May 19 19:14:56 PDT 2025,1.000000,1.000000,-31.600000,90.700000,13.000000
Mon May 19 19:14:56 PDT 2025,1.000000,1.000000,-30.700000,90.700000,13.000000
Mon May 19 19:14:56 PDT 2025,1.000000,1.000000,-31.800000,90.700000,13.000000
Mon May 19 19:14:57 PDT 2025,1.000000,1.000000,-30.800000,90.700000,13.000000
Mon May 19 19:14:57 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.000000
Mon May 19 19:14:57 PDT 2025,1.000000,1.000000,-30.800000,90.700000,13.000000
Mon May 19 19:14:57 PDT 2025,1.000000,1.000000,-31.500000,90.700000,13.000000
Mon May 19 19:14:57 PDT 2025,1.000000,1.000000,-30.700000,90.700000,13.000000
Mon May 19 19:14:57 PDT 2025,1.000000,1.000000,-31.400000,90.800000,13.000000
Mon May 19 19:14:57 PDT 2025,1.000000,1.000000,-30.700000,90.700000,13.000000
Mon May 19 19:14:57 PDT 2025,1.000000,1.000000,-31.300000,90.700000,13.000000
Mon May 19 19:14:57 PDT 2025,1.000000,1.000000,-31.000000,90.700000,13.000000
Mon May 19 19:14:58 PDT 2025,1.000000,1.000000,-32.000000,90.700000,13.000000
Mon May 19 19:14:58 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.000000
Mon May 19 19:14:58 PDT 2025,1.000000,1.000000,-31.600000,90.800000,13.000000
Mon May 19 19:14:58 PDT 2025,1.000000,1.000000,-31.500000,90.700000,13.000000
Mon May 19 19:14:58 PDT 2025,1.000000,1.000000,-31.200000,90.800000,13.000000
Mon May 19 19:14:58 PDT 2025,1.000000,1.000000,-30.900000,90.700000,13.000000
Mon May 19 19:14:58 PDT 2025,1.000000,1.000000,-30.700000,90.800000,13.000000
Mon May 19 19:14:58 PDT 2025,1.000000,1.000000,-31.600000,90.700000,13.000000
Mon May 19 19:14:58 PDT 2025,1.000000,1.000000,-31.100000,90.800000,13.000000
Mon May 19 19:14:58 PDT 2025,1.000000,1.000000,-31.800000,90.700000,13.000000
Mon May 19 19:14:59 PDT 2025,1.000000,1.000000,-31.500000,90.800000,13.000000
Mon May 19 19:14:59 PDT 2025,1.000000,1.000000,-31.000000,90.700000,13.000000
Mon May 19 19:14:59 PDT 2025,1.000000,1.000000,-30.600000,90.800000,13.000000
Mon May 19 19:14:59 PDT 2025,1.000000,1.000000,-31.700000,90.700000,13.000000
Mon May 19 19:14:59 PDT 2025,1.000000,1.000000,-31.200000,90.800000,13.000000
Mon May 19 19:14:59 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.000000
Mon May 19 19:14:59 PDT 2025,1.000000,1.000000,-31.100000,90.800000,13.000000
Mon May 19 19:14:59 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.000000
Mon May 19 19:14:59 PDT 2025,1.000000,1.000000,-30.900000,90.800000,13.000000
Mon May 19 19:14:59 PDT 2025,1.000000,1.000000,-32.000000,90.700000,13.000000
Mon May 19 19:15:00 PDT 2025,1.000000,1.000000,-30.800000,90.800000,13.000000
Mon May 19 19:15:00 PDT 2025,1.000000,1.000000,-31.900000,90.800000,13.000000
Mon May 19 19:15:00 PDT 2025,1.000000,1.000000,-30.800000,90.800000,13.000000
Mon May 19 19:15:00 PDT 2025,1.000000,1.000000,-31.100000,90.800000,13.000000
Mon May 19 19:15:00 PDT 2025,1.000000,1.000000,-30.700000,90.800000,13.000000
Mon May 19 19:15:00 PDT 2025,1.000000,1.000000,-31.700000,90.700000,13.000000
Mon May 19 19:15:00 PDT 2025,1.000000,1.000000,-30.800000,90.800000,13.000000
Mon May 19 19:15:00 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.000000
Mon May 19 19:15:00 PDT 2025,1.000000,1.000000,-30.700000,90.800000,13.000000
Mon May 19 19:15:00 PDT 2025,1.000000,1.000000,-31.900000,90.800000,13.000000
Mon May 19 19:15:01 PDT 2025,1.000000,1.000000,-30.900000,90.800000,13.000000
Mon May 19 19:15:01 PDT 2025,1.000000,1.000000,-32.200000,90.800000,13.000000
Mon May 19 19:15:01 PDT 2025,1.000000,1.000000,-30.800000,90.800000,13.000000
Mon May 19 19:15:01 PDT 2025,1.000000,1.000000,-31.700000,90.800000,13.000000
Mon May 19 19:15:01 PDT 2025,1.000000,1.000000,-30.600000,90.800000,13.000000
Mon May 19 19:15:01 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.000000
Mon May 19 19:15:01 PDT 2025,1.000000,1.000000,-30.800000,90.800000,13.000000
Mon May 19 19:15:01 PDT 2025,1.000000,1.000000,-31.400000,90.800000,13.000000
Mon May 19 19:15:01 PDT 2025,1.000000,1.000000,-30.700000,90.800000,13.000000
Mon May 19 19:15:01 PDT 2025,1.000000,1.000000,-31.700000,90.800000,13.000000
Mon May 19 19:15:02 PDT 2025,1.000000,1.000000,-30.700000,90.800000,13.000000
Mon May 19 19:15:02 PDT 2025,1.000000,1.000000,-31.400000,90.800000,13.000000
Mon May 19 19:15:02 PDT 2025,1.000000,1.000000,-30.600000,90.800000,13.000000
Mon May 19 19:15:02 PDT 2025,1.000000,1.000000,-31.800000,90.800000,13.000000
Mon May 19 19:15:02 PDT 2025,1.000000,1.000000,-31.400000,90.800000,13.000000
Mon May 19 19:15:02 PDT 2025,1.000000,1.000000,-31.100000,90.800000,13.000000
Mon May 19 19:15:02 PDT 2025,1.000000,1.000000,-30.900000,90.800000,13.000000
Mon May 19 19:15:02 PDT 2025,1.000000,1.000000,-31.800000,90.800000,13.000000
Mon May 19 19:15:02 PDT 2025,1.000000,1.000000,-30.600000,90.800000,13.000000
Mon May 19 19:15:02 PDT 2025,1.000000,1.000000,-31.000000,90.800000,13.000000
Mon May 19 19:15:03 PDT 2025,1.000000,1.000000,-31.600000,90.800000,13.000000
Mon May 19 19:15:03 PDT 2025,1.000000,1.000000,-31.700000,90.800000,13.000000
Mon May 19 19:15:03 PDT 2025,1.000000,1.000000,-31.900000,90.800000,13.000000
Mon May 19 19:15:03 PDT 2025,1.000000,1.000000,-31.500000,90.800000,13.000000
Mon May 19 19:15:03 PDT 2025,1.000000,1.000000,-31.000000,90.800000,13.000000
Mon May 19 19:15:03 PDT 2025,1.000000,1.000000,-30.500000,90.800000,13.000000
Mon May 19 19:15:03 PDT 2025,1.000000,1.000000,-31.600000,90.800000,13.000000
Mon May 19 19:15:03 PDT 2025,1.000000,1.000000,-30.500000,90.800000,13.000000
Mon May 19 19:15:03 PDT 2025,1.000000,1.000000,-31.500000,90.800000,13.000000
Mon May 19 19:15:03 PDT 2025,1.000000,1.000000,-30.500000,90.800000,13.000000
Mon May 19 19:15:04 PDT 2025,1.000000,1.000000,-31.900000,90.800000,13.000000
Mon May 19 19:15:04 PDT 2025,1.000000,1.000000,-30.600000,90.800000,13.000000
Mon May 19 19:15:04 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.000000
Mon May 19 19:15:04 PDT 2025,1.000000,1.000000,-30.600000,90.800000,13.000000
Mon May 19 19:15:04 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.000000
Mon May 19 19:15:04 PDT 2025,1.000000,1.000000,-30.800000,90.800000,13.000000
Mon May 19 19:15:04 PDT 2025,1.000000,1.000000,-31.500000,90.800000,13.000000
Mon May 19 19:15:04 PDT 2025,1.000000,1.000000,-30.700000,90.800000,13.000000
Mon May 19 19:15:04 PDT 2025,1.000000,1.000000,-31.800000,90.800000,13.000000
Mon May 19 19:15:05 PDT 2025,1.000000,1.000000,-30.700000,90.800000,13.000000
Mon May 19 19:15:05 PDT 2025,1.000000,1.000000,-31.900000,90.800000,13.000000
Mon May 19 19:15:05 PDT 2025,1.000000,1.000000,-31.000000,90.800000,13.000000
Mon May 19 19:15:05 PDT 2025,1.000000,1.000000,-31.700000,90.800000,13.000000
Mon May 19 19:15:05 PDT 2025,1.000000,1.000000,-30.900000,90.800000,13.000000
Mon May 19 19:15:05 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.000000
Mon May 19 19:15:05 PDT 2025,1.000000,1.000000,-31.200000,90.800000,13.000000
Mon May 19 19:15:05 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.000000
Mon May 19 19:15:05 PDT 2025,1.000000,1.000000,-30.700000,90.800000,13.000000
Mon May 19 19:15:05 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.000000
Mon May 19 19:15:06 PDT 2025,1.000000,1.000000,-31.200000,90.800000,13.000000
Mon May 19 19:15:06 PDT 2025,1.000000,1.000000,-31.900000,90.800000,13.000000
Mon May 19 19:15:06 PDT 2025,1.000000,1.000000,-31.200000,90.800000,13.000000
Mon May 19 19:15:06 PDT 2025,1.000000,1.000000,-31.900000,90.800000,13.000000
Mon May 19 19:15:06 PDT 2025,1.000000,1.000000,-30.600000,90.800000,13.000000
Mon May 19 19:15:06 PDT 2025,1.000000,1.000000,-31.700000,90.800000,13.000000
Mon May 19 19:15:06 PDT 2025,1.000000,1.000000,-31.100000,90.800000,13.000000
Mon May 19 19:15:06 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.000000
Mon May 19 19:15:06 PDT 2025,1.000000,1.000000,-31.200000,90.800000,13.000000
Mon May 19 19:15:06 PDT 2025,1.000000,1.000000,-31.800000,90.800000,13.000000
Mon May 19 19:15:07 PDT 2025,1.000000,1.000000,-30.400000,90.800000,13.000000
Mon May 19 19:15:07 PDT 2025,1.000000,1.000000,-30.800000,90.800000,13.000000
Mon May 19 19:15:07 PDT 2025,1.000000,1.000000,-31.700000,90.800000,13.000000
Mon May 19 19:15:07 PDT 2025,1.000000,1.000000,-31.000000,90.800000,13.000000
Mon May 19 19:15:07 PDT 2025,1.000000,1.000000,-31.700000,90.800000,13.000000
Mon May 19 19:15:07 PDT 2025,1.000000,1.000000,-30.500000,90.800000,13.000000
Mon May 19 19:15:07 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.000000
Mon May 19 19:15:07 PDT 2025,1.000000,1.000000,-30.800000,90.800000,13.000000
Mon May 19 19:15:07 PDT 2025,1.000000,1.000000,-30.900000,90.800000,13.000000
Mon May 19 19:15:07 PDT 2025,1.000000,1.000000,-30.500000,90.800000,13.000000
Mon May 19 19:15:08 PDT 2025,1.000000,1.000000,-30.900000,90.800000,13.000000
Mon May 19 19:15:08 PDT 2025,1.000000,1.000000,-30.700000,90.800000,13.000000
Mon May 19 19:15:08 PDT 2025,1.000000,1.000000,-31.900000,90.800000,13.000000
Mon May 19 19:15:08 PDT 2025,1.000000,1.000000,-31.000000,90.800000,13.500000
Mon May 19 19:15:08 PDT 2025,1.000000,1.000000,-31.800000,90.800000,13.500000
Mon May 19 19:15:08 PDT 2025,1.000000,1.000000,-30.400000,90.800000,13.500000
Mon May 19 19:15:08 PDT 2025,1.000000,1.000000,-31.800000,90.800000,13.500000
Mon May 19 19:15:08 PDT 2025,1.000000,1.000000,-30.500000,90.800000,13.500000
Mon May 19 19:15:08 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.500000
Mon May 19 19:15:08 PDT 2025,1.000000,1.000000,-30.600000,90.800000,13.500000
Mon May 19 19:15:09 PDT 2025,1.000000,1.000000,-31.800000,90.800000,13.500000
Mon May 19 19:15:09 PDT 2025,1.000000,1.000000,-30.700000,90.800000,13.500000
Mon May 19 19:15:09 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.500000
Mon May 19 19:15:09 PDT 2025,1.000000,1.000000,-31.000000,90.800000,13.500000
Mon May 19 19:15:09 PDT 2025,1.000000,1.000000,-31.800000,90.800000,13.500000
Mon May 19 19:15:09 PDT 2025,1.000000,1.000000,-30.600000,90.800000,13.500000
Mon May 19 19:15:09 PDT 2025,1.000000,1.000000,-31.700000,90.800000,13.500000
Mon May 19 19:15:09 PDT 2025,1.000000,1.000000,-30.900000,90.800000,13.500000
Mon May 19 19:15:09 PDT 2025,1.000000,1.000000,-31.100000,90.800000,13.500000
Mon May 19 19:15:10 PDT 2025,1.000000,1.000000,-30.700000,90.800000,13.500000
Mon May 19 19:15:10 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.500000
Mon May 19 19:15:10 PDT 2025,1.000000,1.000000,-31.600000,90.800000,13.500000
Mon May 19 19:15:10 PDT 2025,1.000000,1.000000,-31.700000,90.800000,13.500000
Mon May 19 19:15:10 PDT 2025,1.000000,1.000000,-31.200000,90.800000,13.500000
Mon May 19 19:15:10 PDT 2025,1.000000,1.000000,-30.900000,90.800000,13.500000
Mon May 19 19:15:10 PDT 2025,1.000000,1.000000,-30.800000,90.800000,13.500000
Mon May 19 19:15:10 PDT 2025,1.000000,1.000000,-30.900000,90.800000,13.500000
Mon May 19 19:15:10 PDT 2025,1.000000,1.000000,-31.200000,90.800000,13.500000
Mon May 19 19:15:10 PDT 2025,1.000000,1.000000,-30.900000,90.800000,13.500000
Mon May 19 19:15:11 PDT 2025,1.000000,1.000000,-31.800000,90.800000,13.500000
Mon May 19 19:15:11 PDT 2025,1.000000,1.000000,-31.900000,90.800000,13.500000
Mon May 19 19:15:11 PDT 2025,1.000000,1.000000,-30.600000,90.800000,13.500000
Mon May 19 19:15:11 PDT 2025,1.000000,1.000000,-30.900000,90.800000,13.500000
Mon May 19 19:15:11 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.500000
Mon May 19 19:15:11 PDT 2025,1.000000,1.000000,-31.500000,90.800000,13.500000
Mon May 19 19:15:11 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.500000
Mon May 19 19:15:11 PDT 2025,1.000000,1.000000,-30.900000,90.800000,13.500000
Mon May 19 19:15:11 PDT 2025,1.000000,1.000000,-31.700000,90.800000,13.500000
Mon May 19 19:15:11 PDT 2025,1.000000,1.000000,-30.700000,90.800000,13.500000
Mon May 19 19:15:12 PDT 2025,1.000000,1.000000,-31.000000,90.800000,13.500000
Mon May 19 19:15:12 PDT 2025,1.000000,1.000000,-30.800000,90.800000,13.500000
Mon May 19 19:15:12 PDT 2025,1.000000,1.000000,-31.800000,90.800000,13.500000
Mon May 19 19:15:12 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.500000
Mon May 19 19:15:12 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.500000
Mon May 19 19:15:12 PDT 2025,1.000000,1.000000,-30.500000,90.800000,13.500000
Mon May 19 19:15:12 PDT 2025,1.000000,1.000000,-31.500000,90.800000,13.500000
Mon May 19 19:15:12 PDT 2025,1.000000,1.000000,-30.600000,90.800000,13.500000
Mon May 19 19:15:12 PDT 2025,1.000000,1.000000,-31.800000,90.800000,13.500000
Mon May 19 19:15:12 PDT 2025,1.000000,1.000000,-30.700000,90.800000,13.500000
Mon May 19 19:15:13 PDT 2025,1.000000,1.000000,-31.500000,90.800000,13.500000
Mon May 19 19:15:13 PDT 2025,1.000000,1.000000,-30.900000,90.900000,13.500000
Mon May 19 19:15:13 PDT 2025,1.000000,1.000000,-31.900000,90.800000,13.500000
Mon May 19 19:15:13 PDT 2025,1.000000,1.000000,-30.800000,90.800000,13.500000
Mon May 19 19:15:13 PDT 2025,1.000000,1.000000,-31.900000,90.800000,13.500000
Mon May 19 19:15:13 PDT 2025,1.000000,1.000000,-30.400000,90.800000,13.500000
Mon May 19 19:15:13 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.500000
Mon May 19 19:15:13 PDT 2025,1.000000,1.000000,-30.900000,90.800000,13.500000
Mon May 19 19:15:13 PDT 2025,1.000000,1.000000,-31.900000,90.800000,13.500000
Mon May 19 19:15:13 PDT 2025,1.000000,1.000000,-30.800000,90.800000,13.500000
Mon May 19 19:15:14 PDT 2025,1.000000,1.000000,-31.900000,90.800000,13.500000
Mon May 19 19:15:14 PDT 2025,1.000000,1.000000,-30.500000,90.800000,13.500000
Mon May 19 19:15:14 PDT 2025,1.000000,1.000000,-31.700000,90.800000,13.500000
Mon May 19 19:15:14 PDT 2025,1.000000,1.000000,-30.600000,90.800000,13.500000
Mon May 19 19:15:14 PDT 2025,1.000000,1.000000,-32.000000,90.800000,13.500000
Mon May 19 19:15:14 PDT 2025,1.000000,1.000000,-30.800000,90.800000,13.500000
Mon May 19 19:15:14 PDT 2025,1.000000,1.000000,-31.400000,90.800000,13.500000
Mon May 19 19:15:14 PDT 2025,1.000000,1.000000,-31.300000,90.800000,13.500000
Mon May 19 19:15:14 PDT 2025,1.000000,1.000000,-32.200000,90.900000,13.500000
Mon May 19 19:15:15 PDT 2025,1.000000,1.000000,-31.100000,90.800000,13.500000
Mon May 19 19:15:15 PDT 2025,1.000000,1.000000,-31.800000,90.900000,13.500000
Mon May 19 19:15:15 PDT 2025,1.000000,1.000000,-30.700000,90.800000,13.500000
Mon May 19 19:15:15 PDT 2025,1.000000,1.000000,-31.200000,90.800000,13.500000
Mon May 19 19:15:15 PDT 2025,1.000000,1.000000,-31.000000,90.800000,13.500000
Mon May 19 19:15:15 PDT 2025,1.000000,1.000000,-30.700000,90.900000,13.500000
Mon May 19 19:15:15 PDT 2025,1.000000,1.000000,-30.900000,90.800000,13.500000
Mon May 19 19:15:15 PDT 2025,1.000000,1.000000,-32.000000,90.900000,13.500000
Mon May 19 19:15:15 PDT 2025,1.000000,1.000000,-31.400000,90.800000,13.500000
Mon May 19 19:15:15 PDT 2025,1.000000,1.000000,-31.300000,90.900000,13.500000
Mon May 19 19:15:16 PDT 2025,1.000000,1.000000,-30.900000,90.800000,13.500000
Mon May 19 19:15:16 PDT 2025,1.000000,1.000000,-30.900000,90.900000,13.500000
Mon May 19 19:15:16 PDT 2025,1.000000,1.000000,-31.000000,90.800000,13.500000
Mon May 19 19:15:16 PDT 2025,1.000000,1.000000,-31.000000,90.900000,13.500000
Mon May 19 19:15:16 PDT 2025,1.000000,1.000000,-31.100000,90.800000,13.500000
Mon May 19 19:15:16 PDT 2025,1.000000,1.000000,-31.000000,90.900000,13.500000
Mon May 19 19:15:16 PDT 2025,1.000000,1.000000,-31.700000,90.800000,13.500000
Mon May 19 19:15:16 PDT 2025,1.000000,1.000000,-30.900000,90.900000,13.500000
Mon May 19 19:15:16 PDT 2025,1.000000,1.000000,-31.900000,90.900000,13.500000
Mon May 19 19:15:16 PDT 2025,1.000000,1.000000,-30.500000,90.800000,13.500000
Mon May 19 19:15:17 PDT 2025,1.000000,1.000000,-31.900000,90.800000,13.500000
Mon May 19 19:15:17 PDT 2025,1.000000,1.000000,-30.500000,90.900000,13.500000
Mon May 19 19:15:17 PDT 2025,1.000000,1.000000,-32.200000,90.800000,13.500000
Mon May 19 19:15:17 PDT 2025,1.000000,1.000000,-31.200000,90.900000,13.500000
Mon May 19 19:15:17 PDT 2025,1.000000,1.000000,-32.000000,90.900000,13.500000
Mon May 19 19:15:17 PDT 2025,1.000000,1.000000,-30.900000,90.900000,13.500000
Mon May 19 19:15:17 PDT 2025,1.000000,1.000000,-31.200000,90.800000,13.500000
Mon May 19 19:15:17 PDT 2025,1.000000,1.000000,-30.500000,90.900000,13.500000
Mon May 19 19:15:17 PDT 2025,1.000000,1.000000,-31.900000,90.900000,13.500000
Mon May 19 19:15:17 PDT 2025,1.000000,1.000000,-31.000000,90.900000,13.500000
Mon May 19 19:15:18 PDT 2025,1.000000,1.000000,-31.800000,90.900000,13.500000
Mon May 19 19:15:18 PDT 2025,1.000000,1.000000,-30.700000,90.900000,13.500000
Mon May 19 19:15:18 PDT 2025,1.000000,1.000000,-31.600000,90.900000,13.500000
Mon May 19 19:15:18 PDT 2025,1.000000,1.000000,-30.600000,90.900000,13.500000
Mon May 19 19:15:18 PDT 2025,1.000000,1.000000,-31.800000,90.900000,13.500000
Mon May 19 19:15:18 PDT 2025,1.000000,1.000000,-30.800000,90.900000,13.500000
Mon May 19 19:15:18 PDT 2025,1.000000,1.000000,-31.900000,90.900000,13.500000
Mon May 19 19:15:18 PDT 2025,1.000000,1.000000,-31.100000,90.900000,13.500000
Mon May 19 19:15:18 PDT 2025,1.000000,1.000000,-32.000000,90.900000,13.500000
Mon May 19 19:15:18 PDT 2025,1.000000,1.000000,-31.500000,90.900000,13.500000
Mon May 19 19:15:19 PDT 2025,1.000000,1.000000,-31.900000,90.900000,13.500000
Mon May 19 19:15:19 PDT 2025,1.000000,1.000000,-30.600000,90.800000,13.500000
Mon May 19 19:15:19 PDT 2025,1.000000,1.000000,-31.200000,90.900000,13.500000
Mon May 19 19:15:19 PDT 2025,1.000000,1.000000,-31.000000,90.800000,13.500000
Mon May 19 19:15:19 PDT 2025,1.000000,1.000000,-30.900000,90.900000,13.500000
Mon May 19 19:15:19 PDT 2025,1.000000,1.000000,-30.900000,90.900000,13.500000
Mon May 19 19:15:19 PDT 2025,1.000000,1.000000,-31.600000,90.900000,13.500000
Mon May 19 19:15:19 PDT 2025,1.000000,1.000000,-30.500000,90.900000,13.500000
Mon May 19 19:15:19 PDT 2025,1.000000,1.000000,-31.100000,90.900000,13.500000
Mon May 19 19:15:19 PDT 2025,1.000000,1.000000,-31.000000,90.900000,13.500000
Mon May 19 19:15:20 PDT 2025,1.000000,1.000000,-30.700000,90.900000,13.500000
Mon May 19 19:15:20 PDT 2025,1.000000,1.000000,-31.600000,90.800000,13.500000
Mon May 19 19:15:20 PDT 2025,1.000000,1.000000,-31.500000,90.900000,13.500000
Mon May 19 19:15:20 PDT 2025,1.000000,1.000000,-30.600000,90.900000,13.500000
Mon May 19 19:15:20 PDT 2025,1.000000,1.000000,-30.500000,90.900000,13.500000
Mon May 19 19:15:20 PDT 2025,1.000000,1.000000,-31.200000,90.800000,13.500000
Mon May 19 19:15:20 PDT 2025,1.000000,1.000000,-32.000000,90.900000,13.500000
Mon May 19 19:15:20 PDT 2025,1.000000,1.000000,-32.100000,90.900000,13.500000
Mon May 19 19:15:20 PDT 2025,1.000000,1.000000,-30.800000,90.900000,13.500000
Mon May 19 19:15:21 PDT 2025,1.000000,1.000000,-32.100000,90.900000,13.500000
Mon May 19 19:15:21 PDT 2025,1.000000,1.000000,-30.900000,90.900000,13.500000
Mon May 19 19:15:21 PDT 2025,1.000000,1.000000,-32.100000,90.900000,13.500000
Mon May 19 19:15:21 PDT 2025,1.000000,1.000000,-30.900000,90.900000,13.500000
Mon May 19 19:15:21 PDT 2025,1.000000,1.000000,-32.000000,90.900000,13.500000
Mon May 19 19:15:21 PDT 2025,1.000000,1.000000,-30.700000,90.900000,13.500000
Mon May 19 19:15:21 PDT 2025,1.000000,1.000000,-32.000000,90.900000,13.500000
Mon May 19 19:15:21 PDT 2025,1.000000,1.000000,-30.800000,90.900000,13.500000
Mon May 19 19:15:21 PDT 2025,1.000000,1.000000,-31.600000,90.900000,13.500000
Mon May 19 19:15:21 PDT 2025,1.000000,1.000000,-30.700000,90.900000,13.500000
Mon May 19 19:15:22 PDT 2025,1.000000,1.000000,-32.000000,90.900000,13.500000
Mon May 19 19:15:22 PDT 2025,1.000000,1.000000,-30.800000,90.900000,13.500000
Mon May 19 19:15:22 PDT 2025,1.000000,1.000000,-31.100000,90.900000,13.500000
Mon May 19 19:15:22 PDT 2025,1.000000,1.000000,-30.700000,90.900000,13.500000
Mon May 19 19:15:22 PDT 2025,1.000000,1.000000,-31.800000,90.900000,13.500000
Mon May 19 19:15:22 PDT 2025,1.000000,1.000000,-30.900000,90.900000,13.500000
Mon May 19 19:15:22 PDT 2025,1.000000,1.000000,-31.800000,90.900000,13.500000
Mon May 19 19:15:22 PDT 2025,1.000000,1.000000,-31.800000,90.900000,13.500000
Mon May 19 19:15:22 PDT 2025,1.000000,1.000000,-31.900000,90.900000,13.500000
Mon May 19 19:15:22 PDT 2025,1.000000,1.000000,-30.900000,90.900000,13.500000
Mon May 19 19:15:23 PDT 2025,1.000000,1.000000,-31.100000,90.900000,13.500000
Mon May 19 19:15:23 PDT 2025,1.000000,1.000000,-30.900000,90.900000,13.500000
Mon May 19 19:15:23 PDT 2025,1.000000,1.000000,-31.500000,90.900000,13.500000
Mon May 19 19:15:23 PDT 2025,1.000000,1.000000,-32.100000,90.900000,13.500000
Mon May 19 19:15:23 PDT 2025,1.000000,1.000000,-31.200000,90.900000,13.500000
Mon May 19 19:15:23 PDT 2025,1.000000,1.000000,-32.000000,90.900000,13.500000
Mon May 19 19:15:23 PDT 2025,1.000000,1.000000,-32.000000,90.900000,13.500000
Mon May 19 19:15:23 PDT 2025,1.000000,1.000000,-31.800000,90.900000,13.500000
Mon May 19 19:15:23 PDT 2025,1.000000,1.000000,-30.900000,90.900000,13.500000
Mon May 19 19:15:23 PDT 2025,1.000000,1.000000,-31.000000,90.900000,13.500000
