Time,Time Since Power-On,Charge-Enable Output Active,Discharge-Enable Output Active,DCL Reduced Due To SOC,CCL Reduced Due To SOC,Pack Amperage (Current),Pack Voltage,Pack State of Charge (SOC),CANBUS 1 Flags,CANBUS 1 Errors Present,Average battery temperature
Wed May 21 20:07:16 PDT 2025,1982.000000,0.000000,1.000000,0.000000,0.000000,20.600000,46.600000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:07:21 PDT 2025,1988.000000,0.000000,1.000000,0.000000,0.000000,20.600000,46.600000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:07:26 PDT 2025,1993.000000,0.000000,1.000000,0.000000,0.000000,20.700000,46.600000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:07:31 PDT 2025,1998.000000,0.000000,1.000000,0.000000,0.000000,20.900000,46.600000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:07:36 PDT 2025,2003.000000,0.000000,1.000000,0.000000,0.000000,21.400000,46.600000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:07:41 PDT 2025,2008.000000,0.000000,1.000000,0.000000,0.000000,21.200000,46.600000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:07:47 PDT 2025,2013.000000,0.000000,1.000000,0.000000,0.000000,20.900000,46.600000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:07:52 PDT 2025,2018.000000,0.000000,1.000000,0.000000,0.000000,20.700000,46.600000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:07:57 PDT 2025,2023.000000,0.000000,1.000000,0.000000,0.000000,20.700000,46.600000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:08:02 PDT 2025,2028.000000,0.000000,1.000000,0.000000,0.000000,21.200000,46.600000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:08:07 PDT 2025,2033.000000,0.000000,1.000000,0.000000,0.000000,20.400000,46.600000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:08:12 PDT 2025,2039.000000,0.000000,1.000000,0.000000,0.000000,21.400000,46.600000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:08:17 PDT 2025,2044.000000,0.000000,1.000000,0.000000,0.000000,21.000000,46.600000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:08:22 PDT 2025,2049.000000,0.000000,1.000000,0.000000,0.000000,21.100000,46.700000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:08:27 PDT 2025,2054.000000,0.000000,1.000000,0.000000,0.000000,20.500000,46.600000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:08:33 PDT 2025,2059.000000,0.000000,1.000000,0.000000,0.000000,20.400000,46.700000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:08:38 PDT 2025,2064.000000,0.000000,1.000000,0.000000,0.000000,21.200000,46.700000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:08:43 PDT 2025,2069.000000,0.000000,1.000000,0.000000,0.000000,21.500000,46.700000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:08:48 PDT 2025,2074.000000,0.000000,1.000000,0.000000,0.000000,21.000000,46.700000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:08:53 PDT 2025,2079.000000,0.000000,1.000000,0.000000,0.000000,21.500000,46.700000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:08:58 PDT 2025,2084.000000,0.000000,1.000000,0.000000,0.000000,20.400000,46.700000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:09:03 PDT 2025,2090.000000,0.000000,1.000000,0.000000,0.000000,20.500000,46.700000,80.500000,1.000000,0.000000,25.000000
Wed May 21 20:09:08 PDT 2025,2095.000000,0.000000,1.000000,0.000000,0.000000,21.500000,46.700000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:09:13 PDT 2025,2100.000000,0.000000,1.000000,0.000000,0.000000,21.500000,46.700000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:09:18 PDT 2025,2105.000000,0.000000,1.000000,0.000000,0.000000,21.400000,46.700000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:09:24 PDT 2025,2110.000000,0.000000,1.000000,0.000000,0.000000,21.200000,46.700000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:09:29 PDT 2025,2115.000000,0.000000,1.000000,0.000000,0.000000,20.500000,46.700000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:09:34 PDT 2025,2120.000000,0.000000,1.000000,0.000000,0.000000,20.500000,46.700000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:09:39 PDT 2025,2125.000000,0.000000,1.000000,0.000000,0.000000,20.500000,46.800000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:09:44 PDT 2025,2130.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.800000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:09:49 PDT 2025,2136.000000,0.000000,1.000000,0.000000,0.000000,21.400000,46.700000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:09:54 PDT 2025,2141.000000,0.000000,1.000000,0.000000,0.000000,20.600000,46.800000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:09:59 PDT 2025,2146.000000,0.000000,1.000000,0.000000,0.000000,20.500000,46.800000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:10:04 PDT 2025,2151.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.800000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:10:09 PDT 2025,2156.000000,0.000000,1.000000,0.000000,0.000000,20.500000,46.800000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:10:15 PDT 2025,2161.000000,0.000000,1.000000,0.000000,0.000000,21.500000,46.800000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:10:20 PDT 2025,2166.000000,0.000000,1.000000,0.000000,0.000000,20.900000,46.800000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:10:25 PDT 2025,2171.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.800000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:10:30 PDT 2025,2176.000000,0.000000,1.000000,0.000000,0.000000,20.400000,46.800000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:10:35 PDT 2025,2182.000000,0.000000,1.000000,0.000000,0.000000,20.400000,46.800000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:10:40 PDT 2025,2187.000000,0.000000,1.000000,0.000000,0.000000,21.400000,46.800000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:10:45 PDT 2025,2192.000000,0.000000,1.000000,0.000000,0.000000,20.600000,46.800000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:10:50 PDT 2025,2197.000000,0.000000,1.000000,0.000000,0.000000,21.200000,46.800000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:10:55 PDT 2025,2202.000000,0.000000,1.000000,0.000000,0.000000,20.800000,46.900000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:11:00 PDT 2025,2207.000000,0.000000,1.000000,0.000000,0.000000,21.400000,46.900000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:11:06 PDT 2025,2212.000000,0.000000,1.000000,0.000000,0.000000,20.700000,46.900000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:11:11 PDT 2025,2217.000000,0.000000,1.000000,0.000000,0.000000,21.400000,46.900000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:11:16 PDT 2025,2222.000000,0.000000,1.000000,0.000000,0.000000,21.000000,46.900000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:11:21 PDT 2025,2227.000000,0.000000,1.000000,0.000000,0.000000,21.100000,46.900000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:11:26 PDT 2025,2232.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.900000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:11:31 PDT 2025,2238.000000,0.000000,1.000000,0.000000,0.000000,20.500000,46.900000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:11:36 PDT 2025,2243.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.900000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:11:41 PDT 2025,2248.000000,0.000000,1.000000,0.000000,0.000000,21.400000,46.900000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:11:46 PDT 2025,2253.000000,0.000000,1.000000,0.000000,0.000000,20.600000,46.900000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:11:52 PDT 2025,2258.000000,0.000000,1.000000,0.000000,0.000000,20.500000,46.900000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:11:57 PDT 2025,2263.000000,0.000000,1.000000,0.000000,0.000000,21.400000,46.900000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:12:02 PDT 2025,2268.000000,0.000000,1.000000,0.000000,0.000000,21.400000,47.000000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:12:07 PDT 2025,2273.000000,0.000000,1.000000,0.000000,0.000000,21.100000,46.900000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:12:12 PDT 2025,2278.000000,0.000000,1.000000,0.000000,0.000000,21.400000,47.000000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:12:17 PDT 2025,2283.000000,0.000000,1.000000,0.000000,0.000000,20.500000,47.000000,80.500000,1.000000,0.000000,26.000000
Wed May 21 20:12:22 PDT 2025,2289.000000,0.000000,1.000000,0.000000,0.000000,21.100000,47.000000,80.500000,1.000000,0.000000,26.000000
Wed May 21 20:12:27 PDT 2025,2294.000000,0.000000,1.000000,0.000000,0.000000,20.600000,47.000000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:12:32 PDT 2025,2299.000000,0.000000,1.000000,0.000000,0.000000,20.800000,47.000000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:12:37 PDT 2025,2304.000000,0.000000,1.000000,0.000000,0.000000,21.300000,47.000000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:12:43 PDT 2025,2309.000000,0.000000,1.000000,0.000000,0.000000,21.300000,47.000000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:12:48 PDT 2025,2314.000000,0.000000,1.000000,0.000000,0.000000,20.600000,47.000000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:12:53 PDT 2025,2319.000000,0.000000,1.000000,0.000000,0.000000,21.300000,47.000000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:12:58 PDT 2025,2324.000000,0.000000,1.000000,0.000000,0.000000,20.500000,47.000000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:13:03 PDT 2025,2329.000000,0.000000,1.000000,0.000000,0.000000,20.400000,47.000000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:13:08 PDT 2025,2334.000000,0.000000,1.000000,0.000000,0.000000,21.400000,47.000000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:13:13 PDT 2025,2340.000000,0.000000,1.000000,0.000000,0.000000,20.900000,47.100000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:13:18 PDT 2025,2345.000000,0.000000,1.000000,0.000000,0.000000,21.500000,47.100000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:13:23 PDT 2025,2350.000000,0.000000,1.000000,0.000000,0.000000,21.400000,47.100000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:13:28 PDT 2025,2355.000000,0.000000,1.000000,0.000000,0.000000,20.600000,47.100000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:13:34 PDT 2025,2360.000000,0.000000,1.000000,0.000000,0.000000,21.500000,47.100000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:13:39 PDT 2025,2365.000000,0.000000,1.000000,0.000000,0.000000,21.400000,47.100000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:13:44 PDT 2025,2370.000000,0.000000,1.000000,0.000000,0.000000,20.800000,47.100000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:13:49 PDT 2025,2375.000000,0.000000,1.000000,0.000000,0.000000,20.700000,47.100000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:13:54 PDT 2025,2380.000000,0.000000,1.000000,0.000000,0.000000,21.500000,47.100000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:13:59 PDT 2025,2386.000000,0.000000,1.000000,0.000000,0.000000,20.900000,47.100000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:14:04 PDT 2025,2391.000000,0.000000,1.000000,0.000000,0.000000,21.200000,47.100000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:14:09 PDT 2025,2396.000000,0.000000,1.000000,0.000000,0.000000,20.400000,47.100000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:14:14 PDT 2025,2401.000000,0.000000,1.000000,0.000000,0.000000,21.500000,47.200000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:14:19 PDT 2025,2406.000000,0.000000,1.000000,0.000000,0.000000,20.900000,47.200000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:14:24 PDT 2025,2411.000000,0.000000,1.000000,0.000000,0.000000,21.300000,47.200000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:14:30 PDT 2025,2416.000000,0.000000,1.000000,0.000000,0.000000,21.400000,47.200000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:14:35 PDT 2025,2421.000000,0.000000,1.000000,0.000000,0.000000,20.400000,47.200000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:14:40 PDT 2025,2426.000000,0.000000,1.000000,0.000000,0.000000,21.400000,47.200000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:14:45 PDT 2025,2431.000000,0.000000,1.000000,0.000000,0.000000,21.200000,47.200000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:14:50 PDT 2025,2437.000000,0.000000,1.000000,0.000000,0.000000,20.500000,47.200000,80.500000,1.000000,0.000000,26.000000
Wed May 21 20:14:55 PDT 2025,2442.000000,0.000000,1.000000,0.000000,0.000000,20.500000,47.200000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:15:00 PDT 2025,2447.000000,0.000000,1.000000,0.000000,0.000000,21.300000,47.200000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:15:05 PDT 2025,2452.000000,0.000000,1.000000,0.000000,0.000000,21.500000,47.200000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:15:10 PDT 2025,2457.000000,0.000000,1.000000,0.000000,0.000000,20.700000,47.200000,80.000000,1.000000,0.000000,26.000000
Wed May 21 20:15:16 PDT 2025,2462.000000,0.000000,1.000000,0.000000,0.000000,20.400000,47.200000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:15:21 PDT 2025,2467.000000,0.000000,1.000000,0.000000,0.000000,20.600000,47.300000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:15:26 PDT 2025,2472.000000,0.000000,1.000000,0.000000,0.000000,21.000000,47.300000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:15:31 PDT 2025,2477.000000,0.000000,1.000000,0.000000,0.000000,20.700000,47.300000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:15:36 PDT 2025,2482.000000,0.000000,1.000000,0.000000,0.000000,21.200000,47.300000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:15:41 PDT 2025,2488.000000,0.000000,1.000000,0.000000,0.000000,21.300000,47.300000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:15:46 PDT 2025,2493.000000,0.000000,1.000000,0.000000,0.000000,21.000000,47.300000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:15:51 PDT 2025,2498.000000,0.000000,1.000000,0.000000,0.000000,21.300000,47.300000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:15:56 PDT 2025,2503.000000,0.000000,1.000000,0.000000,0.000000,21.000000,47.300000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:16:01 PDT 2025,2508.000000,0.000000,1.000000,0.000000,0.000000,20.800000,47.300000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:16:07 PDT 2025,2513.000000,0.000000,1.000000,0.000000,0.000000,21.500000,47.300000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:16:12 PDT 2025,2518.000000,0.000000,1.000000,0.000000,0.000000,20.500000,47.300000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:16:17 PDT 2025,2523.000000,0.000000,1.000000,0.000000,0.000000,21.100000,47.300000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:16:22 PDT 2025,2528.000000,0.000000,1.000000,0.000000,0.000000,20.500000,47.400000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:16:27 PDT 2025,2533.000000,0.000000,1.000000,0.000000,0.000000,20.600000,47.400000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:16:32 PDT 2025,2538.000000,0.000000,1.000000,0.000000,0.000000,21.100000,47.400000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:16:37 PDT 2025,2544.000000,0.000000,1.000000,0.000000,0.000000,21.400000,47.400000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:16:42 PDT 2025,2549.000000,0.000000,1.000000,0.000000,0.000000,20.800000,47.400000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:16:47 PDT 2025,2554.000000,0.000000,1.000000,0.000000,0.000000,20.600000,47.400000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:16:53 PDT 2025,2559.000000,0.000000,1.000000,0.000000,0.000000,21.300000,47.400000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:16:58 PDT 2025,2564.000000,0.000000,1.000000,0.000000,0.000000,20.800000,47.400000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:17:03 PDT 2025,2569.000000,0.000000,1.000000,0.000000,0.000000,20.600000,47.400000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:17:08 PDT 2025,2574.000000,0.000000,1.000000,0.000000,0.000000,21.500000,47.400000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:17:13 PDT 2025,2579.000000,0.000000,1.000000,0.000000,0.000000,20.500000,47.400000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:17:18 PDT 2025,2584.000000,0.000000,1.000000,0.000000,0.000000,20.500000,47.400000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:17:23 PDT 2025,2590.000000,0.000000,1.000000,0.000000,0.000000,21.400000,47.500000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:17:28 PDT 2025,2595.000000,0.000000,1.000000,0.000000,0.000000,21.400000,47.500000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:17:33 PDT 2025,2600.000000,0.000000,1.000000,0.000000,0.000000,20.700000,47.500000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:17:38 PDT 2025,2605.000000,0.000000,1.000000,0.000000,0.000000,20.800000,47.500000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:17:43 PDT 2025,2610.000000,0.000000,1.000000,0.000000,0.000000,20.800000,47.500000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:17:48 PDT 2025,2615.000000,0.000000,1.000000,0.000000,0.000000,21.000000,47.500000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:17:54 PDT 2025,2620.000000,0.000000,1.000000,0.000000,0.000000,20.400000,47.500000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:17:59 PDT 2025,2625.000000,0.000000,1.000000,0.000000,0.000000,21.400000,47.500000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:18:04 PDT 2025,2630.000000,0.000000,1.000000,0.000000,0.000000,21.500000,47.500000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:18:09 PDT 2025,2636.000000,0.000000,1.000000,0.000000,0.000000,20.600000,47.500000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:18:14 PDT 2025,2641.000000,0.000000,1.000000,0.000000,0.000000,20.500000,47.500000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:18:19 PDT 2025,2646.000000,0.000000,1.000000,0.000000,0.000000,21.400000,47.600000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:18:24 PDT 2025,2651.000000,0.000000,1.000000,0.000000,0.000000,21.100000,47.600000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:18:29 PDT 2025,2656.000000,0.000000,1.000000,0.000000,0.000000,20.400000,47.600000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:18:34 PDT 2025,2661.000000,0.000000,1.000000,0.000000,0.000000,20.300000,47.600000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:18:40 PDT 2025,2666.000000,0.000000,1.000000,0.000000,0.000000,20.700000,47.600000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:18:45 PDT 2025,2671.000000,0.000000,1.000000,0.000000,0.000000,20.700000,47.600000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:18:50 PDT 2025,2676.000000,0.000000,1.000000,0.000000,0.000000,20.500000,47.600000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:18:55 PDT 2025,2681.000000,0.000000,1.000000,0.000000,0.000000,20.600000,47.600000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:19:00 PDT 2025,2687.000000,0.000000,1.000000,0.000000,0.000000,21.200000,47.600000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:19:05 PDT 2025,2692.000000,0.000000,1.000000,0.000000,0.000000,20.400000,47.600000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:19:10 PDT 2025,2697.000000,0.000000,1.000000,0.000000,0.000000,21.400000,47.600000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:19:15 PDT 2025,2702.000000,0.000000,1.000000,0.000000,0.000000,20.600000,47.700000,80.000000,1.000000,0.000000,27.000000
Wed May 21 20:19:20 PDT 2025,2707.000000,0.000000,1.000000,0.000000,0.000000,21.300000,47.700000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:19:25 PDT 2025,2712.000000,0.000000,1.000000,0.000000,0.000000,20.700000,47.700000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:19:31 PDT 2025,2717.000000,0.000000,1.000000,0.000000,0.000000,20.400000,47.700000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:19:36 PDT 2025,2722.000000,0.000000,1.000000,0.000000,0.000000,20.900000,47.700000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:19:41 PDT 2025,2727.000000,0.000000,1.000000,0.000000,0.000000,21.200000,47.700000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:19:46 PDT 2025,2732.000000,0.000000,1.000000,0.000000,0.000000,20.600000,47.700000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:19:51 PDT 2025,2737.000000,0.000000,1.000000,0.000000,0.000000,20.500000,47.700000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:19:56 PDT 2025,2743.000000,0.000000,1.000000,0.000000,0.000000,20.700000,47.700000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:20:01 PDT 2025,2748.000000,0.000000,1.000000,0.000000,0.000000,20.700000,47.700000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:20:06 PDT 2025,2753.000000,0.000000,1.000000,0.000000,0.000000,20.400000,47.700000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:20:11 PDT 2025,2758.000000,0.000000,1.000000,0.000000,0.000000,21.100000,47.800000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:20:17 PDT 2025,2763.000000,0.000000,1.000000,0.000000,0.000000,20.600000,47.800000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:20:22 PDT 2025,2768.000000,0.000000,1.000000,0.000000,0.000000,20.500000,47.800000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:20:27 PDT 2025,2773.000000,0.000000,1.000000,0.000000,0.000000,21.300000,47.800000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:20:32 PDT 2025,2778.000000,0.000000,1.000000,0.000000,0.000000,21.300000,47.800000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:20:37 PDT 2025,2783.000000,0.000000,1.000000,0.000000,0.000000,20.900000,47.800000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:20:42 PDT 2025,2788.000000,0.000000,1.000000,0.000000,0.000000,20.600000,47.800000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:20:47 PDT 2025,2794.000000,0.000000,1.000000,0.000000,0.000000,20.700000,47.800000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:20:52 PDT 2025,2799.000000,0.000000,1.000000,0.000000,0.000000,21.300000,47.800000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:20:57 PDT 2025,2804.000000,0.000000,1.000000,0.000000,0.000000,21.000000,47.800000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:21:03 PDT 2025,2809.000000,0.000000,1.000000,0.000000,0.000000,21.300000,47.800000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:21:08 PDT 2025,2814.000000,0.000000,1.000000,0.000000,0.000000,20.500000,47.800000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:21:13 PDT 2025,2819.000000,0.000000,1.000000,0.000000,0.000000,20.500000,47.900000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:21:18 PDT 2025,2824.000000,0.000000,1.000000,0.000000,0.000000,21.000000,47.900000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:21:23 PDT 2025,2829.000000,0.000000,1.000000,0.000000,0.000000,21.400000,47.900000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:21:28 PDT 2025,2834.000000,0.000000,1.000000,0.000000,0.000000,21.300000,47.900000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:21:33 PDT 2025,2840.000000,0.000000,1.000000,0.000000,0.000000,21.200000,47.900000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:21:38 PDT 2025,2845.000000,0.000000,1.000000,0.000000,0.000000,21.300000,47.900000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:21:43 PDT 2025,2850.000000,0.000000,1.000000,0.000000,0.000000,20.600000,47.900000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:21:48 PDT 2025,2855.000000,0.000000,1.000000,0.000000,0.000000,21.500000,47.900000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:21:53 PDT 2025,2860.000000,0.000000,1.000000,0.000000,0.000000,21.400000,47.900000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:21:59 PDT 2025,2865.000000,0.000000,1.000000,0.000000,0.000000,21.400000,47.900000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:22:04 PDT 2025,2870.000000,0.000000,1.000000,0.000000,0.000000,20.400000,47.900000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:22:09 PDT 2025,2875.000000,0.000000,1.000000,0.000000,0.000000,21.000000,48.000000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:22:14 PDT 2025,2880.000000,0.000000,1.000000,0.000000,0.000000,20.600000,48.000000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:22:19 PDT 2025,2885.000000,0.000000,1.000000,0.000000,0.000000,20.900000,48.000000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:22:24 PDT 2025,2891.000000,0.000000,1.000000,0.000000,0.000000,21.400000,48.000000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:22:29 PDT 2025,2896.000000,0.000000,1.000000,0.000000,0.000000,21.100000,48.000000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:22:34 PDT 2025,2901.000000,0.000000,1.000000,0.000000,0.000000,20.600000,48.000000,80.000000,1.000000,0.000000,28.000000
Wed May 21 20:22:39 PDT 2025,2906.000000,0.000000,1.000000,0.000000,0.000000,21.200000,48.000000,80.000000,1.000000,0.000000,28.000000
