Time,Time Since Power-On,Charge-Enable Output Active,Discharge-Enable Output Active,DCL Reduced Due To SOC,CCL Reduced Due To SOC,Pack Amperage (Current),Pack Voltage,Pack State of Charge (SOC),CANBUS 1 Flags,CANBUS 1 Errors Present,Average battery temperature
Wed May 21 19:53:30 PDT 2025,1156.000000,0.000000,1.000000,0.000000,0.000000,20.500000,45.000000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:53:35 PDT 2025,1161.000000,0.000000,1.000000,0.000000,0.000000,20.600000,45.000000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:53:40 PDT 2025,1166.000000,0.000000,1.000000,0.000000,0.000000,20.600000,45.000000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:53:45 PDT 2025,1171.000000,0.000000,1.000000,0.000000,0.000000,20.400000,45.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:53:50 PDT 2025,1176.000000,0.000000,1.000000,0.000000,0.000000,21.000000,45.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:53:55 PDT 2025,1182.000000,0.000000,1.000000,0.000000,0.000000,20.600000,45.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:54:00 PDT 2025,1187.000000,0.000000,1.000000,0.000000,0.000000,21.400000,45.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:54:05 PDT 2025,1192.000000,0.000000,1.000000,0.000000,0.000000,21.100000,45.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:54:10 PDT 2025,1197.000000,0.000000,1.000000,0.000000,0.000000,21.300000,45.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:54:15 PDT 2025,1202.000000,0.000000,1.000000,0.000000,0.000000,20.500000,45.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:54:20 PDT 2025,1207.000000,0.000000,1.000000,0.000000,0.000000,21.000000,45.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:54:26 PDT 2025,1212.000000,0.000000,1.000000,0.000000,0.000000,21.300000,45.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:54:31 PDT 2025,1217.000000,0.000000,1.000000,0.000000,0.000000,21.000000,45.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:54:36 PDT 2025,1222.000000,0.000000,1.000000,0.000000,0.000000,20.700000,45.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:54:41 PDT 2025,1227.000000,0.000000,1.000000,0.000000,0.000000,21.200000,45.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:54:46 PDT 2025,1232.000000,0.000000,1.000000,0.000000,0.000000,20.900000,45.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:54:51 PDT 2025,1238.000000,0.000000,1.000000,0.000000,0.000000,21.100000,45.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:54:56 PDT 2025,1243.000000,0.000000,1.000000,0.000000,0.000000,20.700000,45.300000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:55:01 PDT 2025,1248.000000,0.000000,1.000000,0.000000,0.000000,20.900000,45.300000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:55:06 PDT 2025,1253.000000,0.000000,1.000000,0.000000,0.000000,20.600000,45.300000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:55:12 PDT 2025,1258.000000,0.000000,1.000000,0.000000,0.000000,21.000000,45.300000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:55:17 PDT 2025,1263.000000,0.000000,1.000000,0.000000,0.000000,21.200000,45.300000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:55:22 PDT 2025,1268.000000,0.000000,1.000000,0.000000,0.000000,21.200000,45.300000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:55:27 PDT 2025,1273.000000,0.000000,1.000000,0.000000,0.000000,20.500000,45.300000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:55:32 PDT 2025,1278.000000,0.000000,1.000000,0.000000,0.000000,21.400000,45.400000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:55:37 PDT 2025,1284.000000,0.000000,1.000000,0.000000,0.000000,21.500000,45.400000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:55:42 PDT 2025,1289.000000,0.000000,1.000000,0.000000,0.000000,21.100000,45.400000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:55:47 PDT 2025,1294.000000,0.000000,1.000000,0.000000,0.000000,21.200000,45.400000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:55:52 PDT 2025,1299.000000,0.000000,1.000000,0.000000,0.000000,21.400000,45.400000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:55:57 PDT 2025,1304.000000,0.000000,1.000000,0.000000,0.000000,20.800000,45.400000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:56:03 PDT 2025,1309.000000,0.000000,1.000000,0.000000,0.000000,21.100000,45.400000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:56:08 PDT 2025,1314.000000,0.000000,1.000000,0.000000,0.000000,20.800000,45.500000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:56:13 PDT 2025,1319.000000,0.000000,1.000000,0.000000,0.000000,20.400000,45.500000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:56:18 PDT 2025,1324.000000,0.000000,1.000000,0.000000,0.000000,21.000000,45.500000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:56:23 PDT 2025,1329.000000,0.000000,1.000000,0.000000,0.000000,20.800000,45.500000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:56:28 PDT 2025,1335.000000,0.000000,1.000000,0.000000,0.000000,21.400000,45.500000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:56:33 PDT 2025,1340.000000,0.000000,1.000000,0.000000,0.000000,21.100000,45.500000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:56:38 PDT 2025,1345.000000,0.000000,1.000000,0.000000,0.000000,20.400000,45.500000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:56:43 PDT 2025,1350.000000,0.000000,1.000000,0.000000,0.000000,20.700000,45.500000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:56:48 PDT 2025,1355.000000,0.000000,1.000000,0.000000,0.000000,20.700000,45.600000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:56:54 PDT 2025,1360.000000,0.000000,1.000000,0.000000,0.000000,21.500000,45.600000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:56:59 PDT 2025,1365.000000,0.000000,1.000000,0.000000,0.000000,20.900000,45.600000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:57:04 PDT 2025,1370.000000,0.000000,1.000000,0.000000,0.000000,20.600000,45.600000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:57:09 PDT 2025,1375.000000,0.000000,1.000000,0.000000,0.000000,21.400000,45.600000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:57:14 PDT 2025,1380.000000,0.000000,1.000000,0.000000,0.000000,20.500000,45.600000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:57:19 PDT 2025,1386.000000,0.000000,1.000000,0.000000,0.000000,21.400000,45.600000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:57:24 PDT 2025,1391.000000,0.000000,1.000000,0.000000,0.000000,21.200000,45.700000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:57:29 PDT 2025,1396.000000,0.000000,1.000000,0.000000,0.000000,20.600000,45.700000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:57:34 PDT 2025,1401.000000,0.000000,1.000000,0.000000,0.000000,21.300000,45.700000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:57:40 PDT 2025,1406.000000,0.000000,1.000000,0.000000,0.000000,20.700000,45.700000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:57:45 PDT 2025,1411.000000,0.000000,1.000000,0.000000,0.000000,20.900000,45.700000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:57:50 PDT 2025,1416.000000,0.000000,1.000000,0.000000,0.000000,20.900000,45.700000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:57:55 PDT 2025,1421.000000,0.000000,1.000000,0.000000,0.000000,20.900000,45.700000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:58:00 PDT 2025,1426.000000,0.000000,1.000000,0.000000,0.000000,20.600000,45.700000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:58:05 PDT 2025,1431.000000,0.000000,1.000000,0.000000,0.000000,21.500000,45.800000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:58:10 PDT 2025,1436.000000,0.000000,1.000000,0.000000,0.000000,20.800000,45.800000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:58:15 PDT 2025,1442.000000,0.000000,1.000000,0.000000,0.000000,21.400000,45.800000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:58:20 PDT 2025,1447.000000,0.000000,1.000000,0.000000,0.000000,20.700000,45.800000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:58:25 PDT 2025,1452.000000,0.000000,1.000000,0.000000,0.000000,20.500000,45.800000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:58:30 PDT 2025,1457.000000,0.000000,1.000000,0.000000,0.000000,21.000000,45.800000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:58:36 PDT 2025,1462.000000,0.000000,1.000000,0.000000,0.000000,20.500000,45.800000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:58:41 PDT 2025,1467.000000,0.000000,1.000000,0.000000,0.000000,20.400000,45.800000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:58:46 PDT 2025,1472.000000,0.000000,1.000000,0.000000,0.000000,20.400000,45.800000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:58:51 PDT 2025,1477.000000,0.000000,1.000000,0.000000,0.000000,21.200000,45.900000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:58:56 PDT 2025,1482.000000,0.000000,1.000000,0.000000,0.000000,20.800000,45.900000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:59:01 PDT 2025,1488.000000,0.000000,1.000000,0.000000,0.000000,21.400000,45.900000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:59:06 PDT 2025,1493.000000,0.000000,1.000000,0.000000,0.000000,21.000000,45.900000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:59:11 PDT 2025,1498.000000,0.000000,1.000000,0.000000,0.000000,21.400000,45.900000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:59:16 PDT 2025,1503.000000,0.000000,1.000000,0.000000,0.000000,20.800000,45.900000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:59:21 PDT 2025,1508.000000,0.000000,1.000000,0.000000,0.000000,20.500000,45.900000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:59:27 PDT 2025,1513.000000,0.000000,1.000000,0.000000,0.000000,21.300000,45.900000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:59:32 PDT 2025,1518.000000,0.000000,1.000000,0.000000,0.000000,21.300000,45.900000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:59:37 PDT 2025,1523.000000,0.000000,1.000000,0.000000,0.000000,20.500000,46.000000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:59:42 PDT 2025,1528.000000,0.000000,1.000000,0.000000,0.000000,20.900000,46.000000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:59:47 PDT 2025,1534.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.000000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:59:52 PDT 2025,1539.000000,0.000000,1.000000,0.000000,0.000000,20.700000,46.000000,80.000000,1.000000,0.000000,24.000000
Wed May 21 19:59:57 PDT 2025,1544.000000,0.000000,1.000000,0.000000,0.000000,21.100000,46.000000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:00:02 PDT 2025,1549.000000,0.000000,1.000000,0.000000,0.000000,20.400000,46.000000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:00:07 PDT 2025,1554.000000,0.000000,1.000000,0.000000,0.000000,20.400000,46.000000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:00:13 PDT 2025,1559.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.000000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:00:18 PDT 2025,1564.000000,0.000000,1.000000,0.000000,0.000000,20.800000,46.000000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:00:23 PDT 2025,1569.000000,0.000000,1.000000,0.000000,0.000000,20.700000,46.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:00:28 PDT 2025,1574.000000,0.000000,1.000000,0.000000,0.000000,21.200000,46.000000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:00:33 PDT 2025,1579.000000,0.000000,1.000000,0.000000,0.000000,21.100000,46.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:00:38 PDT 2025,1584.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:00:43 PDT 2025,1590.000000,0.000000,1.000000,0.000000,0.000000,20.500000,46.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:00:48 PDT 2025,1595.000000,0.000000,1.000000,0.000000,0.000000,21.100000,46.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:00:53 PDT 2025,1600.000000,0.000000,1.000000,0.000000,0.000000,20.400000,46.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:00:58 PDT 2025,1605.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:01:04 PDT 2025,1610.000000,0.000000,1.000000,0.000000,0.000000,21.500000,46.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:01:09 PDT 2025,1615.000000,0.000000,1.000000,0.000000,0.000000,21.200000,46.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:01:14 PDT 2025,1620.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:01:19 PDT 2025,1625.000000,0.000000,1.000000,0.000000,0.000000,20.600000,46.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:01:24 PDT 2025,1630.000000,0.000000,1.000000,0.000000,0.000000,20.600000,46.100000,80.500000,1.000000,0.000000,24.000000
Wed May 21 20:01:29 PDT 2025,1636.000000,0.000000,1.000000,0.000000,0.000000,21.100000,46.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:01:34 PDT 2025,1641.000000,0.000000,1.000000,0.000000,0.000000,20.600000,46.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:01:39 PDT 2025,1646.000000,0.000000,1.000000,0.000000,0.000000,20.900000,46.100000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:01:44 PDT 2025,1651.000000,0.000000,1.000000,0.000000,0.000000,21.500000,46.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:01:49 PDT 2025,1656.000000,0.000000,1.000000,0.000000,0.000000,21.200000,46.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:01:55 PDT 2025,1661.000000,0.000000,1.000000,0.000000,0.000000,20.500000,46.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:02:00 PDT 2025,1666.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:02:05 PDT 2025,1671.000000,0.000000,1.000000,0.000000,0.000000,21.200000,46.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:02:10 PDT 2025,1676.000000,0.000000,1.000000,0.000000,0.000000,20.400000,46.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:02:15 PDT 2025,1681.000000,0.000000,1.000000,0.000000,0.000000,21.400000,46.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:02:20 PDT 2025,1687.000000,0.000000,1.000000,0.000000,0.000000,20.500000,46.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:02:25 PDT 2025,1692.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:02:30 PDT 2025,1697.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:02:35 PDT 2025,1702.000000,0.000000,1.000000,0.000000,0.000000,21.400000,46.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:02:41 PDT 2025,1707.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.200000,80.000000,1.000000,0.000000,24.000000
Wed May 21 20:02:46 PDT 2025,1712.000000,0.000000,1.000000,0.000000,0.000000,21.400000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:02:51 PDT 2025,1717.000000,0.000000,1.000000,0.000000,0.000000,20.700000,46.200000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:02:56 PDT 2025,1722.000000,0.000000,1.000000,0.000000,0.000000,20.800000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:03:01 PDT 2025,1727.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:03:06 PDT 2025,1732.000000,0.000000,1.000000,0.000000,0.000000,21.500000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:03:11 PDT 2025,1738.000000,0.000000,1.000000,0.000000,0.000000,20.800000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:03:16 PDT 2025,1743.000000,0.000000,1.000000,0.000000,0.000000,20.800000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:03:21 PDT 2025,1748.000000,0.000000,1.000000,0.000000,0.000000,21.000000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:03:26 PDT 2025,1753.000000,0.000000,1.000000,0.000000,0.000000,21.400000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:03:31 PDT 2025,1758.000000,0.000000,1.000000,0.000000,0.000000,21.000000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:03:37 PDT 2025,1763.000000,0.000000,1.000000,0.000000,0.000000,20.800000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:03:42 PDT 2025,1768.000000,0.000000,1.000000,0.000000,0.000000,21.000000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:03:47 PDT 2025,1773.000000,0.000000,1.000000,0.000000,0.000000,21.200000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:03:52 PDT 2025,1778.000000,0.000000,1.000000,0.000000,0.000000,21.000000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:03:57 PDT 2025,1783.000000,0.000000,1.000000,0.000000,0.000000,21.400000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:04:02 PDT 2025,1789.000000,0.000000,1.000000,0.000000,0.000000,21.400000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:04:07 PDT 2025,1794.000000,0.000000,1.000000,0.000000,0.000000,20.700000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:04:12 PDT 2025,1799.000000,0.000000,1.000000,0.000000,0.000000,20.600000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:04:17 PDT 2025,1804.000000,0.000000,1.000000,0.000000,0.000000,21.500000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:04:22 PDT 2025,1809.000000,0.000000,1.000000,0.000000,0.000000,21.000000,46.400000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:04:28 PDT 2025,1814.000000,0.000000,1.000000,0.000000,0.000000,20.900000,46.300000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:04:33 PDT 2025,1819.000000,0.000000,1.000000,0.000000,0.000000,20.600000,46.400000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:04:38 PDT 2025,1824.000000,0.000000,1.000000,0.000000,0.000000,21.500000,46.400000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:04:43 PDT 2025,1829.000000,0.000000,1.000000,0.000000,0.000000,20.900000,46.400000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:04:48 PDT 2025,1834.000000,0.000000,1.000000,0.000000,0.000000,20.700000,46.400000,80.500000,1.000000,0.000000,25.000000
Wed May 21 20:04:53 PDT 2025,1840.000000,0.000000,1.000000,0.000000,0.000000,20.600000,46.400000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:04:58 PDT 2025,1845.000000,0.000000,1.000000,0.000000,0.000000,20.700000,46.400000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:05:03 PDT 2025,1850.000000,0.000000,1.000000,0.000000,0.000000,20.800000,46.400000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:05:08 PDT 2025,1855.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.400000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:05:14 PDT 2025,1860.000000,0.000000,1.000000,0.000000,0.000000,20.600000,46.400000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:05:19 PDT 2025,1865.000000,0.000000,1.000000,0.000000,0.000000,20.800000,46.400000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:05:24 PDT 2025,1870.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.400000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:05:29 PDT 2025,1875.000000,0.000000,1.000000,0.000000,0.000000,21.400000,46.400000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:05:34 PDT 2025,1880.000000,0.000000,1.000000,0.000000,0.000000,21.000000,46.400000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:05:39 PDT 2025,1886.000000,0.000000,1.000000,0.000000,0.000000,20.400000,46.400000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:05:44 PDT 2025,1891.000000,0.000000,1.000000,0.000000,0.000000,20.600000,46.400000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:05:49 PDT 2025,1896.000000,0.000000,1.000000,0.000000,0.000000,21.100000,46.400000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:05:54 PDT 2025,1901.000000,0.000000,1.000000,0.000000,0.000000,20.900000,46.500000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:05:59 PDT 2025,1906.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.500000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:06:05 PDT 2025,1911.000000,0.000000,1.000000,0.000000,0.000000,21.100000,46.500000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:06:10 PDT 2025,1916.000000,0.000000,1.000000,0.000000,0.000000,21.100000,46.500000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:06:15 PDT 2025,1921.000000,0.000000,1.000000,0.000000,0.000000,20.800000,46.500000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:06:20 PDT 2025,1926.000000,0.000000,1.000000,0.000000,0.000000,20.500000,46.500000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:06:25 PDT 2025,1931.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.500000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:06:30 PDT 2025,1937.000000,0.000000,1.000000,0.000000,0.000000,20.600000,46.500000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:06:35 PDT 2025,1942.000000,0.000000,1.000000,0.000000,0.000000,21.500000,46.500000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:06:40 PDT 2025,1947.000000,0.000000,1.000000,0.000000,0.000000,20.500000,46.500000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:06:45 PDT 2025,1952.000000,0.000000,1.000000,0.000000,0.000000,20.600000,46.500000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:06:50 PDT 2025,1957.000000,0.000000,1.000000,0.000000,0.000000,21.200000,46.500000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:06:56 PDT 2025,1962.000000,0.000000,1.000000,0.000000,0.000000,20.600000,46.500000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:07:01 PDT 2025,1967.000000,0.000000,1.000000,0.000000,0.000000,20.500000,46.500000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:07:06 PDT 2025,1972.000000,0.000000,1.000000,0.000000,0.000000,21.400000,46.600000,80.000000,1.000000,0.000000,25.000000
Wed May 21 20:07:11 PDT 2025,1977.000000,0.000000,1.000000,0.000000,0.000000,21.300000,46.600000,80.000000,1.000000,0.000000,25.000000
