Time,Time Since Power-On,Charge-Enable Output Active,Discharge-Enable Output Active,Pack Amperage (Current),Pack Voltage,Pack State of Charge (SOC)
Wed May 21 17:30:01 PDT 2025,3771.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:01 PDT 2025,3771.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:01 PDT 2025,3771.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:01 PDT 2025,3771.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:01 PDT 2025,3771.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:01 PDT 2025,3771.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:01 PDT 2025,3771.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:01 PDT 2025,3771.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:01 PDT 2025,3771.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:02 PDT 2025,3772.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:02 PDT 2025,3772.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:02 PDT 2025,3772.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:02 PDT 2025,3772.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:02 PDT 2025,3772.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:02 PDT 2025,3772.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:02 PDT 2025,3772.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:02 PDT 2025,3772.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:02 PDT 2025,3772.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:02 PDT 2025,3773.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:03 PDT 2025,3773.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:03 PDT 2025,3773.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:03 PDT 2025,3773.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:03 PDT 2025,3773.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:03 PDT 2025,3773.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:03 PDT 2025,3773.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:03 PDT 2025,3773.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:03 PDT 2025,3773.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:03 PDT 2025,3773.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:04 PDT 2025,3773.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:04 PDT 2025,3774.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:04 PDT 2025,3774.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:04 PDT 2025,3774.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:04 PDT 2025,3774.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:04 PDT 2025,3774.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:04 PDT 2025,3774.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:04 PDT 2025,3774.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:04 PDT 2025,3774.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:04 PDT 2025,3774.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:05 PDT 2025,3775.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:05 PDT 2025,3775.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:05 PDT 2025,3775.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:05 PDT 2025,3775.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:05 PDT 2025,3775.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:05 PDT 2025,3775.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:05 PDT 2025,3775.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:05 PDT 2025,3775.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:05 PDT 2025,3775.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:05 PDT 2025,3775.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:06 PDT 2025,3776.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:06 PDT 2025,3776.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:06 PDT 2025,3776.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:06 PDT 2025,3776.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:06 PDT 2025,3776.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:06 PDT 2025,3776.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:06 PDT 2025,3776.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:06 PDT 2025,3776.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:06 PDT 2025,3776.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:06 PDT 2025,3776.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:07 PDT 2025,3777.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:07 PDT 2025,3777.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:07 PDT 2025,3777.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:07 PDT 2025,3777.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:07 PDT 2025,3777.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:07 PDT 2025,3777.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:07 PDT 2025,3777.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:07 PDT 2025,3777.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:07 PDT 2025,3777.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:07 PDT 2025,3777.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:08 PDT 2025,3778.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:08 PDT 2025,3778.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:08 PDT 2025,3778.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:08 PDT 2025,3778.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:08 PDT 2025,3778.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:08 PDT 2025,3778.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:08 PDT 2025,3778.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:08 PDT 2025,3778.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:08 PDT 2025,3778.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:09 PDT 2025,3779.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:09 PDT 2025,3779.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:09 PDT 2025,3779.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:09 PDT 2025,3779.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:09 PDT 2025,3779.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:09 PDT 2025,3779.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:09 PDT 2025,3779.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:09 PDT 2025,3779.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:09 PDT 2025,3779.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:09 PDT 2025,3779.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:10 PDT 2025,3779.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:10 PDT 2025,3780.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:10 PDT 2025,3780.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:10 PDT 2025,3780.000000,1.000000,0.000000,0.000000,87.600000,3.500000
Wed May 21 17:30:10 PDT 2025,3780.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:10 PDT 2025,3780.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:10 PDT 2025,3780.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:10 PDT 2025,3780.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:10 PDT 2025,3780.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:10 PDT 2025,3780.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:11 PDT 2025,3781.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:11 PDT 2025,3781.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:11 PDT 2025,3781.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:11 PDT 2025,3781.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:11 PDT 2025,3781.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:11 PDT 2025,3781.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:11 PDT 2025,3781.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:11 PDT 2025,3781.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:11 PDT 2025,3781.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:11 PDT 2025,3781.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:12 PDT 2025,3782.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:12 PDT 2025,3782.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:12 PDT 2025,3782.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:12 PDT 2025,3782.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:12 PDT 2025,3782.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:12 PDT 2025,3782.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:12 PDT 2025,3782.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:12 PDT 2025,3782.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:12 PDT 2025,3782.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:12 PDT 2025,3782.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:13 PDT 2025,3783.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:13 PDT 2025,3783.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:13 PDT 2025,3783.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:13 PDT 2025,3783.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:13 PDT 2025,3783.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:13 PDT 2025,3783.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:13 PDT 2025,3783.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:13 PDT 2025,3783.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:13 PDT 2025,3783.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:13 PDT 2025,3783.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:14 PDT 2025,3784.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:14 PDT 2025,3784.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:14 PDT 2025,3784.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:14 PDT 2025,3784.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:14 PDT 2025,3784.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:14 PDT 2025,3784.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:14 PDT 2025,3784.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:14 PDT 2025,3784.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:14 PDT 2025,3784.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:14 PDT 2025,3784.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:15 PDT 2025,3785.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:15 PDT 2025,3785.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:15 PDT 2025,3785.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:15 PDT 2025,3785.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:15 PDT 2025,3785.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:15 PDT 2025,3785.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:15 PDT 2025,3785.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:15 PDT 2025,3785.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:15 PDT 2025,3785.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:16 PDT 2025,3786.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:16 PDT 2025,3786.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:16 PDT 2025,3786.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:16 PDT 2025,3786.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:16 PDT 2025,3786.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:16 PDT 2025,3786.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:16 PDT 2025,3786.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:16 PDT 2025,3786.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:16 PDT 2025,3786.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:16 PDT 2025,3786.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:17 PDT 2025,3787.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:17 PDT 2025,3787.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:17 PDT 2025,3787.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:17 PDT 2025,3787.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:17 PDT 2025,3787.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:17 PDT 2025,3787.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:17 PDT 2025,3787.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:17 PDT 2025,3787.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:17 PDT 2025,3787.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:17 PDT 2025,3787.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:18 PDT 2025,3788.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:18 PDT 2025,3788.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:18 PDT 2025,3788.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:18 PDT 2025,3788.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:18 PDT 2025,3788.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:18 PDT 2025,3788.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:18 PDT 2025,3788.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:18 PDT 2025,3788.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:18 PDT 2025,3788.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:18 PDT 2025,3788.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:19 PDT 2025,3789.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:19 PDT 2025,3789.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:19 PDT 2025,3789.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:19 PDT 2025,3789.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:19 PDT 2025,3789.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:19 PDT 2025,3789.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:19 PDT 2025,3789.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:19 PDT 2025,3789.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:19 PDT 2025,3789.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:19 PDT 2025,3789.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:20 PDT 2025,3790.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:20 PDT 2025,3790.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:20 PDT 2025,3790.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:20 PDT 2025,3790.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:20 PDT 2025,3790.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:20 PDT 2025,3790.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:20 PDT 2025,3790.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:20 PDT 2025,3790.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:20 PDT 2025,3790.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:20 PDT 2025,3790.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:21 PDT 2025,3791.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:21 PDT 2025,3791.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:21 PDT 2025,3791.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:21 PDT 2025,3791.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:21 PDT 2025,3791.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:21 PDT 2025,3791.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:21 PDT 2025,3791.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:21 PDT 2025,3791.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:21 PDT 2025,3791.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:21 PDT 2025,3791.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:22 PDT 2025,3792.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:22 PDT 2025,3792.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:22 PDT 2025,3792.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:22 PDT 2025,3792.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:22 PDT 2025,3792.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:22 PDT 2025,3792.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:22 PDT 2025,3792.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:22 PDT 2025,3792.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:22 PDT 2025,3792.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:22 PDT 2025,3792.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:23 PDT 2025,3793.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:23 PDT 2025,3793.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:23 PDT 2025,3793.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:23 PDT 2025,3793.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:23 PDT 2025,3793.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:23 PDT 2025,3793.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:23 PDT 2025,3793.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:23 PDT 2025,3793.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:23 PDT 2025,3793.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:24 PDT 2025,3794.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:24 PDT 2025,3794.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:24 PDT 2025,3794.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:24 PDT 2025,3794.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:24 PDT 2025,3794.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:24 PDT 2025,3794.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:24 PDT 2025,3794.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:24 PDT 2025,3794.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:24 PDT 2025,3794.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:24 PDT 2025,3794.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:25 PDT 2025,3794.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:25 PDT 2025,3795.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:25 PDT 2025,3795.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:25 PDT 2025,3795.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:25 PDT 2025,3795.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:25 PDT 2025,3795.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:25 PDT 2025,3795.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:25 PDT 2025,3795.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:25 PDT 2025,3795.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:25 PDT 2025,3795.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:26 PDT 2025,3796.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:26 PDT 2025,3796.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:26 PDT 2025,3796.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:26 PDT 2025,3796.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:26 PDT 2025,3796.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:26 PDT 2025,3796.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:26 PDT 2025,3796.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:26 PDT 2025,3796.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:26 PDT 2025,3796.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:26 PDT 2025,3796.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:27 PDT 2025,3797.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:27 PDT 2025,3797.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:27 PDT 2025,3797.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:27 PDT 2025,3797.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:27 PDT 2025,3797.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:27 PDT 2025,3797.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:27 PDT 2025,3797.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:27 PDT 2025,3797.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:27 PDT 2025,3797.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:27 PDT 2025,3797.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:28 PDT 2025,3798.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:28 PDT 2025,3798.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:28 PDT 2025,3798.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:28 PDT 2025,3798.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:28 PDT 2025,3798.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:28 PDT 2025,3798.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:28 PDT 2025,3798.000000,1.000000,0.000000,0.000000,87.500000,3.500000
Wed May 21 17:30:28 PDT 2025,3798.000000,1.000000,0.000000,0.000000,87.500000,3.500000
